Deployment_ID,Version,Commit_SHA,Service_Name,Target_Environment,Deployer,Error_Rate_Delta,Latency_P95_ms,Latency_P99_ms,Unit_Test_Failure_Rate,Integration_Test_Passed,Security_Critical_CVEs,Security_High_CVEs,Anomalous_Egress_MB,Auth_Failure_Spike,Changed_Files_Count,Lines_Delta,Production_Incident,Risk_Score,Decision
DEP-11134,v2.10.3,1e97c83,search-indexer,canary-prod,david.kim,0.0,62.4,105.1,0.0,1,0,0,24.5,0.0,6,309,0,6,ALLOW
DEP-11135,v1.12.1,eddd4cf,analytics-pipeline,production-eu-central,ci-bot-auto,8.648,580.5,1152.4,14.16,0,3,7,395.2,33.4,107,8072,1,100,BLOCK
DEP-11136,v2.8.15,77e086b,auth-gateway,production-us-east,marcus.vance,0.0,76.2,111.6,0.4,1,0,0,30.5,2.8,11,295,0,14,ALLOW
DEP-11137,v3.3.18,b93ec73,auth-gateway,canary-prod,elena.rostova,0.105,69.1,92.1,0.0,1,0,0,25.0,0.4,14,403,0,12,ALLOW
DEP-11138,v1.12.19,e041227,order-processing,production-eu-central,alex.chen,0.022,59.4,82.6,0.33,1,0,0,9.3,0.2,6,150,0,8,ALLOW
DEP-11139,v1.0.5,cf09ea5,order-processing,canary-prod,sarah.jenkins,1.056,133.7,245.39999999999998,2.41,0,1,3,79.0,14.6,43,1071,0,100,BLOCK
DEP-11140,v3.12.14,1daacd2,auth-gateway,production-eu-central,priya.sharma,0.065,82.5,108.8,0.0,1,0,0,19.8,0.0,2,206,0,8,ALLOW
DEP-11141,v3.4.26,1e9088b,user-profile,canary-prod,ci-bot-auto,1.272,112.4,231.3,2.36,1,0,1,61.7,6.1,45,1170,0,55,PAUSE
DEP-11142,v1.1.1,a2117dd,search-indexer,staging-preprod,elena.rostova,0.0,70.7,119.2,0.45,1,0,0,11.1,1.8,11,319,0,11,ALLOW
DEP-11143,v2.8.10,e3ea02a,auth-gateway,production-us-east,sarah.jenkins,0.028,66.7,107.2,0.0,1,0,0,23.5,1.0,1,238,0,5,ALLOW
DEP-11144,v3.8.9,2678ebd,auth-gateway,staging-preprod,marcus.vance,2.697,419.5,972.1,12.73,0,2,7,510.2,89.3,99,2250,1,100,BLOCK
DEP-11145,v1.4.20,183ae6e,auth-gateway,production-us-east,ci-bot-auto,5.356,389.0,795.8,23.07,0,3,3,552.2,29.6,89,3362,1,100,BLOCK
DEP-11146,v2.6.13,3f158aa,order-processing,canary-prod,sarah.jenkins,0.103,91.5,139.0,0.0,1,0,0,25.7,0.4,3,292,0,11,ALLOW
DEP-11147,v1.3.21,7cf45a3,search-indexer,production-eu-central,alex.chen,2.993,438.5,768.3,23.85,1,2,3,291.3,57.3,37,3666,1,100,BLOCK
DEP-11148,v1.1.2,e1e8cac,search-indexer,staging-preprod,sarah.jenkins,7.199,372.4,767.0,19.51,1,4,2,583.4,68.8,74,2233,1,100,BLOCK
DEP-11149,v3.8.30,5a97741,analytics-pipeline,production-us-east,marcus.vance,0.0,52.8,92.19999999999999,0.45,1,0,0,19.1,2.5,15,83,0,13,ALLOW
DEP-11150,v2.7.27,36adc41,auth-gateway,production-us-east,elena.rostova,1.7,203.6,331.4,1.16,1,0,3,71.0,13.0,29,1307,1,79,BLOCK
DEP-11151,v2.13.2,97ff4de,analytics-pipeline,production-eu-central,david.kim,7.89,339.3,924.2,22.69,0,1,6,285.2,82.6,80,8441,1,100,BLOCK
DEP-11152,v2.11.29,6ee2c87,analytics-pipeline,production-eu-central,ci-bot-auto,1.077,170.0,258.3,2.24,1,0,2,91.1,10.3,39,464,0,68,PAUSE
DEP-11153,v3.6.11,ab7d393,payment-service,staging-preprod,sarah.jenkins,0.166,79.1,112.0,0.0,1,0,0,25.7,1.0,1,167,0,11,ALLOW
DEP-11154,v3.12.17,edec472,notification-worker,production-us-east,sarah.jenkins,0.14,51.9,77.2,0.0,1,0,0,33.1,1.1,7,347,0,9,ALLOW
DEP-11155,v2.2.24,dd90ce8,payment-service,canary-prod,priya.sharma,0.16,54.9,89.19999999999999,0.0,1,0,0,17.6,1.2,11,310,0,11,ALLOW
DEP-11156,v3.5.23,c27a662,analytics-pipeline,canary-prod,marcus.vance,0.65,163.2,293.4,2.81,1,0,1,56.0,17.0,15,629,1,54,PAUSE
DEP-11157,v1.8.2,f1ad6b3,notification-worker,production-eu-central,alex.chen,1.189,159.4,264.6,2.32,0,1,3,79.2,11.3,42,1088,0,100,BLOCK
DEP-11158,v1.1.22,0d8bcc2,auth-gateway,canary-prod,sarah.jenkins,0.0,45.2,80.4,0.0,1,0,0,26.4,3.2,4,64,0,7,ALLOW
DEP-11159,v2.3.18,87bd6e5,search-indexer,canary-prod,david.kim,0.079,57.5,81.1,0.36,1,0,0,22.3,0.0,11,248,0,11,ALLOW
DEP-11160,v2.11.29,adc0841,order-processing,staging-preprod,david.kim,0.054,56.5,73.6,0.0,1,0,0,35.0,0.5,9,356,0,9,ALLOW
DEP-11161,v2.0.15,e8b18d7,auth-gateway,production-eu-central,alex.chen,0.0,62.5,98.3,0.0,1,0,0,11.0,1.7,8,437,0,5,ALLOW
DEP-11162,v1.12.8,99d0941,auth-gateway,production-eu-central,elena.rostova,0.0,90.7,132.0,0.46,1,0,0,21.8,0.1,5,290,0,8,ALLOW
DEP-11163,v3.11.25,58baf23,payment-service,staging-preprod,sarah.jenkins,1.643,236.4,373.70000000000005,0.83,1,1,1,106.3,10.5,35,1498,0,93,BLOCK
DEP-11164,v3.12.17,58269a6,analytics-pipeline,production-eu-central,david.kim,0.048,61.7,97.4,0.35,1,0,0,20.2,0.7,10,445,0,12,ALLOW
DEP-11165,v2.4.2,4bd73e6,auth-gateway,canary-prod,elena.rostova,6.792,775.2,1240.0,13.12,0,3,2,559.7,88.4,113,5781,1,100,BLOCK
DEP-11166,v1.9.27,0d1e33c,payment-service,canary-prod,alex.chen,0.0,66.3,88.9,0.27,1,0,0,31.9,1.8,2,426,0,5,ALLOW
DEP-11167,v1.1.4,d5c6956,search-indexer,production-us-east,elena.rostova,0.544,215.6,352.4,3.24,0,0,3,58.6,16.8,31,776,0,96,BLOCK
DEP-11168,v1.10.0,d2972e9,notification-worker,production-eu-central,priya.sharma,4.745,594.8,815.0,4.92,0,2,6,510.2,56.1,73,4129,1,100,BLOCK
DEP-11169,v1.4.17,c894de1,notification-worker,production-us-east,priya.sharma,0.0,55.9,85.5,0.0,1,0,0,15.3,0.0,5,89,0,5,ALLOW
DEP-11170,v3.1.24,8f16ae3,analytics-pipeline,production-us-east,elena.rostova,0.781,235.3,353.0,0.57,1,0,2,70.1,16.4,37,1247,0,59,PAUSE
DEP-11171,v1.14.3,a80b8d5,user-profile,production-us-east,priya.sharma,0.032,56.4,88.0,0.0,1,0,0,29.6,3.3,4,256,0,8,ALLOW
DEP-11172,v1.6.3,9431af8,order-processing,canary-prod,priya.sharma,0.0,66.5,105.6,0.0,1,0,0,17.1,1.2,11,102,0,7,ALLOW
DEP-11173,v1.5.10,266e8f3,auth-gateway,production-eu-central,elena.rostova,0.0,38.5,77.9,0.28,1,0,0,21.9,1.5,11,115,0,5,ALLOW
DEP-11174,v1.6.30,40697e5,notification-worker,staging-preprod,sarah.jenkins,3.243,560.9,825.2,24.54,0,4,6,229.3,59.1,36,4829,1,100,BLOCK
DEP-11175,v3.0.25,261fb45,analytics-pipeline,staging-preprod,marcus.vance,0.161,44.7,77.4,0.0,1,0,0,16.7,2.1,14,319,0,11,ALLOW
DEP-11176,v2.6.18,7c4872a,order-processing,staging-preprod,david.kim,0.023,57.2,102.4,0.0,1,0,0,25.2,2.0,12,252,0,8,ALLOW
DEP-11177,v2.15.22,452f7ca,payment-service,production-us-east,sarah.jenkins,0.755,157.1,223.1,3.47,1,0,3,42.8,13.5,18,1232,1,73,PAUSE
DEP-11178,v3.5.5,e9ddc85,search-indexer,production-eu-central,elena.rostova,0.1,63.8,101.3,0.0,1,0,0,12.0,4.0,3,39,0,10,ALLOW
DEP-11179,v1.11.3,3261b5f,auth-gateway,production-eu-central,ci-bot-auto,0.037,75.5,100.5,0.0,1,0,0,27.5,0.0,3,25,0,10,ALLOW
DEP-11180,v3.13.30,ad2f629,analytics-pipeline,canary-prod,alex.chen,0.086,59.7,95.1,0.13,1,0,0,30.6,0.0,15,398,0,6,ALLOW
DEP-11181,v1.2.12,08b4ab3,notification-worker,staging-preprod,sarah.jenkins,0.0,71.9,132.10000000000002,0.0,1,0,0,23.9,2.1,15,153,0,8,ALLOW
DEP-11182,v1.3.27,8f2871a,notification-worker,staging-preprod,ci-bot-auto,0.041,94.1,108.1,0.0,1,0,0,25.8,0.0,5,41,0,7,ALLOW
DEP-11183,v2.10.3,11e8f9f,notification-worker,canary-prod,sarah.jenkins,7.446,816.2,1147.9,4.89,1,4,3,398.1,63.1,74,6842,1,100,BLOCK
DEP-11184,v3.13.1,e77864f,user-profile,staging-preprod,ci-bot-auto,0.0,72.7,99.9,0.0,1,0,0,27.4,0.8,8,145,0,8,ALLOW
DEP-11185,v3.11.0,8a73a79,order-processing,production-eu-central,priya.sharma,1.357,169.0,277.7,3.05,0,0,3,73.6,9.9,16,1457,1,100,BLOCK
DEP-11186,v3.1.5,fc531b2,order-processing,canary-prod,ci-bot-auto,0.266,61.5,109.7,0.0,1,0,0,36.5,1.5,4,136,0,8,ALLOW
DEP-11187,v1.5.7,5cbe545,analytics-pipeline,canary-prod,alex.chen,0.0,28.5,71.7,0.0,1,0,0,18.5,1.5,5,178,0,6,ALLOW
DEP-11188,v3.1.7,630010f,order-processing,staging-preprod,elena.rostova,5.517,379.6,974.4,15.78,0,2,2,493.7,47.8,98,1718,1,100,BLOCK
DEP-11189,v3.7.3,e22cfb8,analytics-pipeline,production-us-east,priya.sharma,0.002,39.9,73.6,0.0,1,0,0,25.3,1.4,10,324,0,3,ALLOW
DEP-11190,v1.3.4,1960c98,order-processing,production-us-east,marcus.vance,0.159,61.5,95.1,0.0,1,0,0,16.2,2.4,10,406,0,12,ALLOW
DEP-11191,v3.2.18,084def6,user-profile,canary-prod,david.kim,0.065,58.7,70.8,0.0,1,0,0,36.6,0.0,7,75,0,10,ALLOW
DEP-11192,v2.15.10,e626dea,notification-worker,production-eu-central,alex.chen,0.003,70.4,91.0,0.0,1,0,1,13.1,0.0,10,313,0,13,ALLOW
DEP-11193,v3.8.10,e2b0fdc,order-processing,staging-preprod,priya.sharma,0.108,56.8,126.89999999999999,0.14,1,0,0,17.0,0.0,13,81,0,7,ALLOW
DEP-11194,v3.3.9,1b898e2,user-profile,staging-preprod,marcus.vance,0.005,68.6,98.0,0.0,1,0,0,29.9,0.0,2,266,0,6,ALLOW
DEP-11195,v3.8.20,4dfa399,auth-gateway,production-eu-central,elena.rostova,0.0,38.0,48.0,0.0,1,0,0,20.9,0.7,4,130,0,6,ALLOW
DEP-11196,v3.13.11,d5bf483,user-profile,production-us-east,alex.chen,7.146,659.5,974.0,13.66,0,3,7,246.7,39.7,97,5845,1,100,BLOCK
DEP-11197,v3.5.24,479e6fa,search-indexer,production-us-east,elena.rostova,0.0,55.1,81.7,0.0,1,0,0,19.8,0.6,6,166,0,8,ALLOW
DEP-11198,v3.10.23,5c6ffff,analytics-pipeline,production-us-east,alex.chen,1.259,119.8,191.89999999999998,2.43,1,0,3,63.8,14.2,35,644,1,79,BLOCK
DEP-11199,v2.5.17,702facf,analytics-pipeline,staging-preprod,sarah.jenkins,6.402,425.9,886.2,6.44,1,2,6,418.2,55.6,31,7955,1,100,BLOCK
DEP-11200,v3.13.12,f8be76a,order-processing,production-us-east,priya.sharma,0.702,188.5,326.9,3.5,1,0,1,82.5,10.3,21,436,0,59,PAUSE
DEP-11201,v1.0.22,1cbc115,analytics-pipeline,staging-preprod,ci-bot-auto,0.0,52.5,62.5,0.22,1,0,0,22.2,0.9,2,313,0,5,ALLOW
DEP-11202,v1.1.13,ae89b46,order-processing,production-eu-central,alex.chen,5.114,498.6,1033.2,17.67,0,1,5,457.1,48.4,85,2563,1,100,BLOCK
DEP-11203,v1.11.0,a418f02,user-profile,canary-prod,elena.rostova,1.527,115.0,253.4,2.04,1,0,3,67.9,11.5,17,721,1,76,BLOCK
DEP-11204,v2.3.0,23c73e0,search-indexer,canary-prod,elena.rostova,0.107,62.7,110.4,0.0,1,0,0,17.9,0.6,15,393,0,7,ALLOW
DEP-11205,v1.14.15,6597b70,analytics-pipeline,production-us-east,ci-bot-auto,0.036,21.5,76.6,0.0,1,0,1,17.8,2.0,5,229,0,14,ALLOW
DEP-11206,v2.10.27,4d8ac90,payment-service,production-us-east,david.kim,0.043,83.9,123.80000000000001,0.0,1,0,0,23.1,0.0,4,237,0,7,ALLOW
DEP-11207,v2.2.24,9f12574,analytics-pipeline,staging-preprod,ci-bot-auto,0.805,184.0,321.5,0.74,1,0,1,45.1,16.1,20,1035,1,50,PAUSE
DEP-11208,v2.7.12,e7b28f0,notification-worker,production-eu-central,david.kim,0.619,196.9,305.8,3.0,0,1,1,48.8,6.7,31,765,0,100,BLOCK
DEP-11209,v2.15.23,2fc6214,analytics-pipeline,canary-prod,priya.sharma,1.135,233.0,330.3,1.48,1,0,3,82.5,17.1,14,836,0,74,PAUSE
DEP-11210,v2.13.23,d318220,user-profile,canary-prod,elena.rostova,1.555,239.4,301.4,0.84,0,0,3,82.7,15.7,32,1151,0,100,BLOCK
DEP-11211,v2.4.21,616c53c,notification-worker,production-us-east,priya.sharma,0.0,53.1,89.30000000000001,0.0,1,0,1,6.5,3.7,1,86,0,14,ALLOW
DEP-11212,v3.5.18,da34b86,auth-gateway,production-us-east,sarah.jenkins,0.085,83.4,99.4,0.0,1,0,0,35.0,4.5,6,28,0,9,ALLOW
DEP-11213,v1.14.8,710a698,search-indexer,staging-preprod,alex.chen,1.261,143.7,211.29999999999998,0.86,1,0,1,55.7,11.5,45,577,0,51,PAUSE
DEP-11214,v2.15.29,2ca8740,notification-worker,production-us-east,david.kim,0.089,77.5,105.3,0.0,1,0,0,34.3,0.0,13,115,0,10,ALLOW
DEP-11215,v1.9.21,f96a44a,analytics-pipeline,production-us-east,ci-bot-auto,0.0,67.0,102.3,0.0,1,0,0,19.3,2.4,1,144,0,8,ALLOW
DEP-11216,v3.13.24,c68a760,payment-service,canary-prod,priya.sharma,0.092,77.9,111.4,0.0,1,0,0,29.8,0.5,11,17,0,9,ALLOW
DEP-11217,v3.5.24,cf9de74,analytics-pipeline,staging-preprod,priya.sharma,1.246,168.4,245.4,2.02,1,0,1,77.0,15.5,44,1166,1,62,PAUSE
DEP-11218,v2.5.12,3fa01c1,order-processing,production-us-east,david.kim,7.649,658.4,903.8,19.13,0,1,2,400.2,87.6,66,4439,1,100,BLOCK
DEP-11219,v3.13.14,a6fc480,auth-gateway,production-us-east,marcus.vance,8.939,311.4,839.6999999999999,4.79,0,3,3,333.6,63.0,101,5699,1,100,BLOCK
DEP-11220,v2.7.25,bec8d79,notification-worker,canary-prod,elena.rostova,0.214,71.7,99.0,0.0,1,0,0,38.2,2.1,4,357,0,8,ALLOW
DEP-11221,v3.1.3,62ec4a0,user-profile,canary-prod,alex.chen,0.069,72.3,95.3,0.0,1,0,0,38.0,4.2,7,332,0,9,ALLOW
DEP-11222,v2.1.6,abc8f6e,notification-worker,staging-preprod,ci-bot-auto,5.422,696.5,1105.2,5.56,0,3,4,246.0,83.8,97,4172,1,100,BLOCK
DEP-11223,v1.0.14,e4f82cc,user-profile,canary-prod,elena.rostova,7.574,790.0,1037.0,24.79,0,4,2,254.7,25.8,51,8052,1,100,BLOCK
DEP-11224,v2.4.0,bea1d8b,search-indexer,staging-preprod,elena.rostova,0.081,50.0,91.2,0.0,1,0,0,31.9,1.5,5,121,0,6,ALLOW
DEP-11225,v3.12.20,f249acf,auth-gateway,production-us-east,priya.sharma,0.142,46.7,87.30000000000001,0.0,1,0,0,15.6,0.0,11,201,0,6,ALLOW
DEP-11226,v3.0.18,ce1851a,payment-service,production-us-east,ci-bot-auto,0.0,50.9,79.3,0.0,1,0,0,23.3,2.5,1,137,0,6,ALLOW
DEP-11227,v3.14.0,e3164e3,auth-gateway,production-us-east,marcus.vance,0.024,41.2,89.9,0.0,1,0,0,18.3,1.1,13,50,0,7,ALLOW
DEP-11228,v2.11.24,2a162ed,order-processing,production-eu-central,elena.rostova,0.086,68.0,116.1,0.0,1,0,0,28.8,0.0,7,220,0,6,ALLOW
DEP-11229,v1.4.7,7b66873,notification-worker,canary-prod,sarah.jenkins,0.224,67.9,101.10000000000001,0.0,1,0,0,32.7,1.6,15,447,0,14,ALLOW
DEP-11230,v1.4.23,b2f6ff7,notification-worker,staging-preprod,alex.chen,0.082,102.4,134.1,0.0,1,0,0,22.5,1.4,15,301,0,13,ALLOW
DEP-11231,v1.6.28,56e1049,analytics-pipeline,production-eu-central,ci-bot-auto,0.136,42.4,53.8,0.0,1,0,0,20.3,0.0,3,200,0,8,ALLOW
DEP-11232,v2.0.9,d12fb21,auth-gateway,production-us-east,sarah.jenkins,0.016,72.5,96.8,0.0,1,0,0,13.6,1.3,10,53,0,6,ALLOW
DEP-11233,v1.12.0,aac33b8,user-profile,staging-preprod,priya.sharma,0.119,39.6,84.4,0.0,1,0,1,31.5,2.6,13,166,0,17,ALLOW
DEP-11234,v3.7.27,b3c03da,payment-service,production-eu-central,marcus.vance,0.147,98.0,128.7,0.0,1,0,0,25.9,0.6,3,26,0,11,ALLOW
DEP-11235,v3.13.20,463fe3a,order-processing,staging-preprod,alex.chen,0.05,88.0,106.9,0.0,1,0,0,18.1,3.3,1,301,0,12,ALLOW
DEP-11236,v2.13.19,d26eb56,notification-worker,staging-preprod,alex.chen,0.132,59.6,104.9,0.0,1,0,0,27.7,3.5,15,11,0,10,ALLOW
DEP-11237,v2.13.3,749e3a3,payment-service,production-us-east,elena.rostova,0.056,80.4,147.10000000000002,0.0,1,0,0,29.8,1.3,2,346,0,6,ALLOW
DEP-11238,v3.10.27,6dab999,payment-service,staging-preprod,alex.chen,0.108,59.5,123.2,0.0,1,0,1,26.4,0.8,7,54,0,17,ALLOW
DEP-11239,v3.5.30,be4c090,payment-service,production-eu-central,alex.chen,0.0,81.5,126.9,0.0,1,0,0,21.0,2.1,14,168,0,8,ALLOW
DEP-11240,v2.9.17,a297a87,analytics-pipeline,staging-preprod,priya.sharma,0.0,67.8,108.19999999999999,0.0,1,0,0,38.7,0.0,15,12,0,9,ALLOW
DEP-11241,v2.13.10,cc9b5c9,search-indexer,staging-preprod,david.kim,0.0,51.6,70.6,0.0,1,0,0,35.7,3.5,5,190,0,6,ALLOW
DEP-11242,v2.1.19,c5a55cd,order-processing,production-eu-central,marcus.vance,0.076,83.3,119.9,0.0,1,0,0,24.2,0.7,6,137,0,10,ALLOW
DEP-11243,v1.12.1,99ab3a1,analytics-pipeline,canary-prod,david.kim,0.025,41.8,80.0,0.0,1,0,0,24.7,2.3,5,19,0,8,ALLOW
DEP-11244,v1.4.5,ca066fb,payment-service,production-us-east,priya.sharma,0.057,62.6,87.1,0.0,1,0,0,25.6,2.3,11,365,0,10,ALLOW
DEP-11245,v3.14.17,ae64f4c,user-profile,production-us-east,david.kim,0.0,66.3,104.1,0.0,1,0,0,19.3,0.3,12,131,0,7,ALLOW
DEP-11246,v2.4.6,b0832ab,analytics-pipeline,production-eu-central,elena.rostova,0.068,48.0,87.2,0.0,1,0,0,17.8,2.8,8,31,0,8,ALLOW
DEP-11247,v1.3.19,c31cc0e,analytics-pipeline,production-eu-central,elena.rostova,0.237,52.1,93.5,0.0,1,0,0,19.2,2.8,6,297,0,7,ALLOW
DEP-11248,v1.12.7,fdd6b38,analytics-pipeline,staging-preprod,sarah.jenkins,0.0,72.2,96.7,0.0,1,0,0,23.3,0.0,11,13,0,8,ALLOW
DEP-11249,v2.11.22,239be0c,user-profile,canary-prod,marcus.vance,0.116,52.4,94.0,0.35,1,0,0,22.2,1.0,4,305,0,8,ALLOW
DEP-11250,v2.12.13,e7f146a,order-processing,staging-preprod,alex.chen,0.062,53.6,91.1,0.0,1,0,0,37.2,0.0,5,18,0,4,ALLOW
DEP-11251,v2.14.0,066b4b6,payment-service,canary-prod,elena.rostova,0.144,87.5,112.7,0.0,1,0,1,13.4,1.7,1,76,0,20,ALLOW
DEP-11252,v3.2.20,72ada0b,notification-worker,canary-prod,sarah.jenkins,0.006,93.0,128.4,0.0,1,0,0,18.6,0.0,3,196,0,6,ALLOW
DEP-11253,v3.8.10,f085851,analytics-pipeline,canary-prod,ci-bot-auto,0.137,56.4,91.9,0.0,1,0,0,32.6,0.5,1,329,0,8,ALLOW
DEP-11254,v2.1.4,8593422,search-indexer,staging-preprod,alex.chen,0.046,64.8,108.0,0.0,1,0,0,29.7,0.9,5,365,0,6,ALLOW
DEP-11255,v2.7.16,cdad655,notification-worker,staging-preprod,marcus.vance,2.671,611.4,1031.0,8.61,0,3,5,364.4,70.7,81,2785,1,100,BLOCK
DEP-11256,v3.11.4,d99b476,auth-gateway,staging-preprod,priya.sharma,0.0,51.9,95.6,0.0,1,0,0,28.6,1.0,5,287,0,5,ALLOW
DEP-11257,v2.0.9,8e76ae0,order-processing,canary-prod,marcus.vance,0.0,66.4,82.60000000000001,0.25,1,0,0,26.1,2.5,1,44,0,8,ALLOW
DEP-11258,v3.2.13,9d47b58,notification-worker,canary-prod,marcus.vance,0.0,42.0,96.0,0.0,1,0,1,20.1,2.9,4,312,0,12,ALLOW
DEP-11259,v2.8.1,6250d48,notification-worker,canary-prod,marcus.vance,1.716,153.7,264.2,0.79,0,0,1,54.0,10.4,43,1605,0,79,BLOCK
DEP-11260,v3.9.27,60746d1,payment-service,production-us-east,david.kim,0.038,70.1,101.89999999999999,0.0,1,0,0,23.7,0.0,8,212,0,8,ALLOW
DEP-11261,v1.11.21,8bf199c,notification-worker,production-us-east,sarah.jenkins,1.209,199.9,294.4,3.11,1,1,1,79.8,10.7,20,352,0,91,BLOCK
DEP-11262,v1.6.6,e90e063,order-processing,canary-prod,sarah.jenkins,0.401,170.4,304.3,2.34,1,0,1,98.3,11.4,35,1242,0,53,PAUSE
DEP-11263,v3.5.8,f891f14,search-indexer,staging-preprod,alex.chen,0.137,48.9,75.8,0.0,1,0,1,32.7,0.0,2,138,0,15,ALLOW
DEP-11264,v1.2.13,01f23e0,order-processing,production-eu-central,david.kim,0.038,43.5,72.8,0.0,1,0,0,22.6,0.7,10,14,0,8,ALLOW
DEP-11265,v2.10.26,4c424e6,auth-gateway,production-eu-central,marcus.vance,0.006,48.5,111.0,0.0,1,0,0,39.9,0.0,4,292,0,7,ALLOW
DEP-11266,v1.0.0,6310ef7,search-indexer,staging-preprod,sarah.jenkins,0.177,59.0,95.6,0.0,1,0,0,24.5,0.2,2,222,0,10,ALLOW
DEP-11267,v3.1.30,6639a8a,payment-service,production-us-east,alex.chen,0.129,66.9,96.2,0.0,1,0,0,14.6,0.0,6,96,0,9,ALLOW
DEP-11268,v2.4.20,3cb93be,user-profile,production-us-east,alex.chen,0.0,65.2,85.80000000000001,0.0,1,0,0,22.9,3.3,13,197,0,9,ALLOW
DEP-11269,v2.14.13,e5a7fab,payment-service,production-eu-central,sarah.jenkins,1.036,220.3,343.8,1.97,1,0,2,58.0,16.5,26,1143,1,69,PAUSE
DEP-11270,v2.8.10,90d092c,order-processing,production-eu-central,alex.chen,0.0,70.9,115.9,0.0,1,0,0,19.9,1.6,6,17,0,10,ALLOW
DEP-11271,v3.6.4,7730ee1,notification-worker,production-us-east,elena.rostova,0.021,62.2,72.2,0.39,1,0,0,23.2,2.7,15,283,0,13,ALLOW
DEP-11272,v1.3.10,3412aac,payment-service,production-eu-central,elena.rostova,1.106,116.4,176.60000000000002,1.23,1,0,1,87.6,6.6,22,1511,1,47,ALLOW
DEP-11273,v2.15.9,ff4689c,analytics-pipeline,staging-preprod,sarah.jenkins,0.033,50.9,101.9,0.0,1,0,0,32.4,0.3,8,39,0,5,ALLOW
DEP-11274,v3.9.2,6b6c025,user-profile,production-us-east,elena.rostova,1.533,210.0,323.7,1.51,1,0,2,58.4,6.6,35,350,1,70,PAUSE
DEP-11275,v2.14.19,2601a8e,payment-service,production-eu-central,priya.sharma,0.09,104.6,143.2,0.0,1,0,1,21.9,0.0,15,82,0,20,ALLOW
DEP-11276,v2.12.4,ad74548,search-indexer,production-eu-central,marcus.vance,0.161,44.8,67.8,0.0,1,0,0,22.3,3.3,7,175,0,7,ALLOW
DEP-11277,v2.15.11,df2972a,auth-gateway,canary-prod,elena.rostova,0.112,62.6,101.30000000000001,0.0,1,0,0,20.2,1.4,7,423,0,9,ALLOW
DEP-11278,v1.9.21,b5c7652,order-processing,canary-prod,sarah.jenkins,0.056,79.5,126.1,0.0,1,0,0,29.0,0.7,2,404,0,8,ALLOW
DEP-11279,v3.15.29,3ae0077,auth-gateway,staging-preprod,priya.sharma,0.109,63.6,85.6,0.0,1,0,1,21.8,1.3,2,241,0,13,ALLOW
DEP-11280,v1.13.6,b32e07b,payment-service,canary-prod,priya.sharma,0.123,62.2,82.7,0.0,1,0,0,25.5,1.4,12,283,0,8,ALLOW
DEP-11281,v3.8.23,c02a7c9,notification-worker,production-eu-central,priya.sharma,1.398,202.2,280.2,1.13,1,0,2,88.2,7.9,18,858,0,62,PAUSE
DEP-11282,v2.3.6,562a34b,user-profile,staging-preprod,marcus.vance,0.958,211.7,342.29999999999995,1.86,1,0,2,95.5,15.9,42,329,0,70,PAUSE
DEP-11283,v3.7.18,2a4be7a,payment-service,production-us-east,marcus.vance,0.065,47.1,90.2,0.0,1,0,0,17.6,0.0,13,129,0,10,ALLOW
DEP-11284,v2.4.10,2a803eb,payment-service,canary-prod,ci-bot-auto,0.475,145.5,224.4,1.87,1,0,3,103.6,6.4,37,1242,0,60,PAUSE
DEP-11285,v1.9.2,72f0ae4,analytics-pipeline,production-eu-central,david.kim,0.127,81.9,93.5,0.0,1,0,0,32.8,0.0,7,91,0,8,ALLOW
DEP-11286,v1.5.28,7a562f8,user-profile,production-eu-central,marcus.vance,7.355,302.6,838.4,13.41,0,4,3,468.3,40.5,119,1520,1,100,BLOCK
DEP-11287,v1.6.21,c5cc8e3,analytics-pipeline,staging-preprod,elena.rostova,1.316,210.4,313.0,2.35,1,0,2,71.9,16.6,45,1515,1,80,BLOCK
DEP-11288,v1.7.4,8e19d8a,payment-service,staging-preprod,sarah.jenkins,0.119,83.5,118.4,0.0,1,0,1,21.9,3.2,12,426,0,21,ALLOW
DEP-11289,v2.10.26,28b2884,search-indexer,production-us-east,alex.chen,0.011,43.8,72.6,0.0,1,0,0,30.0,3.3,6,113,0,7,ALLOW
DEP-11290,v1.1.26,808c5c4,user-profile,canary-prod,ci-bot-auto,0.059,84.8,103.5,0.0,1,0,0,21.5,0.8,13,374,0,11,ALLOW
DEP-11291,v1.12.26,02870ae,auth-gateway,production-eu-central,elena.rostova,0.041,66.3,109.6,0.0,1,0,0,21.4,1.4,2,102,0,5,ALLOW
DEP-11292,v3.0.20,4cde6de,analytics-pipeline,canary-prod,david.kim,1.77,144.9,208.60000000000002,2.62,0,0,3,71.6,6.3,12,542,0,100,BLOCK
DEP-11293,v1.15.24,ee61127,search-indexer,production-us-east,ci-bot-auto,7.453,297.8,845.9000000000001,6.91,0,2,7,213.7,37.3,70,1862,1,100,BLOCK
DEP-11294,v2.14.16,710458a,analytics-pipeline,production-eu-central,elena.rostova,0.046,65.5,101.4,0.17,1,0,0,21.5,3.1,15,121,0,8,ALLOW
DEP-11295,v2.10.20,b48b5ec,notification-worker,production-eu-central,ci-bot-auto,0.0,54.2,122.60000000000001,0.0,1,0,0,16.7,0.0,5,373,0,7,ALLOW
DEP-11296,v2.1.9,50dc3c3,user-profile,canary-prod,david.kim,9.141,376.8,963.0999999999999,4.31,1,2,3,390.6,48.3,112,7998,1,100,BLOCK
